"","ExperimentName","Group","Gender","List","SubTrial","StimulDS1.CRESP","StimulDS1.RESP","StimulDS1.RT","File","Sub_Age"
"1","Digit Symbol - Kopie",1,"female","Trial:1",1,"","",NA,"1_wrong1","10 _ 26"
"2","Digit Symbol - Kopie",1,"female","Trial:1",2,"","",NA,"5_right","10 _ 26"
"3","Digit Symbol - Kopie",1,"female","Trial:1",3,"","",NA,"2_right","10 _ 26"
"4","Digit Symbol - Kopie",1,"female","Trial:1",4,"","",NA,"1_right","10 _ 26"
"5","Digit Symbol - Kopie",1,"female","Trial:1",5,"","",NA,"3_right","10 _ 26"
"6","Digit Symbol - Kopie",1,"female","Trial:1",6,"","",NA,"9_wrong3","10 _ 26"
"7","Digit Symbol - Kopie",1,"female","Trial:1",7,"","",NA,"8_wrong1","10 _ 26"
"8","Digit Symbol - Kopie",1,"female","Trial:1",8,"","",NA,"4_wrong2","10 _ 26"
"9","Digit Symbol - Kopie",1,"female","Trial:1",9,"","",NA,"4_right","10 _ 26"
"10","Digit Symbol - Kopie",1,"female","Trial:1",10,"","",NA,"6_wrong1","10 _ 26"
"11","Digit Symbol - Kopie",1,"female","Trial:2",1,"m","m",1837,"8_right","10 _ 26"
"12","Digit Symbol - Kopie",1,"female","Trial:2",2,"z","z",1175,"5_wrong1","10 _ 26"
"13","Digit Symbol - Kopie",1,"female","Trial:2",3,"z","z",1308,"2_wrong1","10 _ 26"
"14","Digit Symbol - Kopie",1,"female","Trial:2",4,"m","m",1051,"3_right","10 _ 26"
"15","Digit Symbol - Kopie",1,"female","Trial:2",5,"m","z",956,"5_right","10 _ 26"
"16","Digit Symbol - Kopie",1,"female","Trial:2",6,"z","z",1689,"4_wrong5","10 _ 26"
"17","Digit Symbol - Kopie",1,"female","Trial:2",7,"m","m",993,"6_right","10 _ 26"
"18","Digit Symbol - Kopie",1,"female","Trial:2",8,"m","m",901,"1_right","10 _ 26"
"19","Digit Symbol - Kopie",1,"female","Trial:2",9,"m","m",1340,"8_right","10 _ 26"
"20","Digit Symbol - Kopie",1,"female","Trial:2",10,"m","m",1186,"9_right","10 _ 26"
"21","Digit Symbol - Kopie",1,"female","Trial:2",11,"z","z",1062,"5_wrong5","10 _ 26"
"22","Digit Symbol - Kopie",1,"female","Trial:2",12,"m","m",1007,"1_right","10 _ 26"
"23","Digit Symbol - Kopie",1,"female","Trial:2",13,"z","z",1394,"5_wrong4","10 _ 26"
"24","Digit Symbol - Kopie",1,"female","Trial:2",14,"z","z",1270,"4_wrong1","10 _ 26"
"25","Digit Symbol - Kopie",1,"female","Trial:2",15,"z","z",1143,"8_wrong1","10 _ 26"
"26","Digit Symbol - Kopie",1,"female","Trial:2",16,"z","z",1013,"7_wrong1","10 _ 26"
"27","Digit Symbol - Kopie",1,"female","Trial:2",17,"z","z",976,"8_wrong2","10 _ 26"
"28","Digit Symbol - Kopie",1,"female","Trial:2",18,"z","z",844,"9_wrong5","10 _ 26"
"29","Digit Symbol - Kopie",1,"female","Trial:2",19,"m","m",1302,"5_right","10 _ 26"
"30","Digit Symbol - Kopie",1,"female","Trial:2",20,"z","z",973,"7_wrong3","10 _ 26"
"31","Digit Symbol - Kopie",1,"female","Trial:2",21,"z","z",970,"6_wrong1","10 _ 26"
"32","Digit Symbol - Kopie",1,"female","Trial:2",22,"m","m",846,"6_right","10 _ 26"
"33","Digit Symbol - Kopie",1,"female","Trial:2",23,"m","m",952,"4_right","10 _ 26"
"34","Digit Symbol - Kopie",1,"female","Trial:2",24,"m","m",933,"6_right","10 _ 26"
"35","Digit Symbol - Kopie",1,"female","Trial:2",25,"z","z",794,"7_wrong5","10 _ 26"
"36","Digit Symbol - Kopie",1,"female","Trial:2",26,"z","z",1142,"2_wrong4","10 _ 26"
"37","Digit Symbol - Kopie",1,"female","Trial:2",27,"z","z",1035,"2_wrong3","10 _ 26"
"38","Digit Symbol - Kopie",1,"female","Trial:2",28,"m","m",1285,"9_right","10 _ 26"
"39","Digit Symbol - Kopie",1,"female","Trial:2",29,"m","z",925,"1_wrong1","10 _ 26"
"40","Digit Symbol - Kopie",1,"female","Trial:2",30,"z","z",956,"1_wrong5","10 _ 26"
"41","Digit Symbol - Kopie",1,"female","Trial:2",31,"m","m",1009,"4_right","10 _ 26"
"42","Digit Symbol - Kopie",1,"female","Trial:2",32,"m","m",948,"4_right","10 _ 26"
"43","Digit Symbol - Kopie",1,"female","Trial:2",33,"m","m",897,"5_right","10 _ 26"
"44","Digit Symbol - Kopie",1,"female","Trial:2",34,"z","z",832,"5_wrong2","10 _ 26"
"45","Digit Symbol - Kopie",1,"female","Trial:2",35,"z","z",770,"6_wrong2","10 _ 26"
"46","Digit Symbol - Kopie",1,"female","Trial:2",36,"z","z",894,"7_wrong4","10 _ 26"
"47","Digit Symbol - Kopie",1,"female","Trial:2",37,"m","z",910,"5_right","10 _ 26"
"48","Digit Symbol - Kopie",1,"female","Trial:2",38,"z","z",917,"8_wrong5","10 _ 26"
"49","Digit Symbol - Kopie",1,"female","Trial:2",39,"m","m",1035,"3_right","10 _ 26"
"50","Digit Symbol - Kopie",1,"female","Trial:2",40,"m","m",941,"7_right","10 _ 26"
"51","Digit Symbol - Kopie",1,"female","Trial:2",41,"z","z",1187,"3_wrong3","10 _ 26"
"52","Digit Symbol - Kopie",1,"female","Trial:2",42,"z","m",911,"2_wrong5","10 _ 26"
"53","Digit Symbol - Kopie",1,"female","Trial:2",43,"m","m",1206,"2_right","10 _ 26"
"54","Digit Symbol - Kopie",1,"female","Trial:2",44,"m","m",985,"3_right","10 _ 26"
"55","Digit Symbol - Kopie",1,"female","Trial:2",45,"z","z",757,"4_wrong2","10 _ 26"
"56","Digit Symbol - Kopie",1,"female","Trial:2",46,"m","m",1050,"2_right","10 _ 26"
"57","Digit Symbol - Kopie",1,"female","Trial:2",47,"m","m",1107,"7_right","10 _ 26"
"58","Digit Symbol - Kopie",1,"female","Trial:2",48,"z","z",858,"9_wrong4","10 _ 26"
"59","Digit Symbol - Kopie",1,"female","Trial:2",49,"m","m",1051,"6_right","10 _ 26"
"60","Digit Symbol - Kopie",1,"female","Trial:2",50,"m","m",837,"2_right","10 _ 26"
"61","Digit Symbol - Kopie",1,"female","Trial:2",51,"z","z",1510,"3_wrong5","10 _ 26"
"62","Digit Symbol - Kopie",1,"female","Trial:2",52,"z","z",782,"3_wrong1","10 _ 26"
"63","Digit Symbol - Kopie",1,"female","Trial:2",53,"z","z",873,"1_wrong3","10 _ 26"
"64","Digit Symbol - Kopie",1,"female","Trial:2",54,"z","z",914,"7_wrong2","10 _ 26"
"65","Digit Symbol - Kopie",1,"female","Trial:2",55,"m","m",1112,"6_right","10 _ 26"
"66","Digit Symbol - Kopie",1,"female","Trial:2",56,"z","z",983,"3_wrong4","10 _ 26"
"67","Digit Symbol - Kopie",1,"female","Trial:2",57,"z","z",915,"3_wrong2","10 _ 26"
"68","Digit Symbol - Kopie",1,"female","Trial:2",58,"m","m",882,"7_right","10 _ 26"
"69","Digit Symbol - Kopie",1,"female","Trial:2",59,"m","m",905,"9_right","10 _ 26"
"70","Digit Symbol - Kopie",1,"female","Trial:2",60,"m","m",1008,"2_right","10 _ 26"
"71","Digit Symbol - Kopie",1,"female","Trial:2",61,"m","m",956,"9_right","10 _ 26"
"72","Digit Symbol - Kopie",1,"female","Trial:2",62,"z","z",785,"9_wrong1","10 _ 26"
"73","Digit Symbol - Kopie",1,"female","Trial:2",63,"m","m",780,"7_right","10 _ 26"
"74","Digit Symbol - Kopie",1,"female","Trial:2",64,"z","z",880,"6_wrong3","10 _ 26"
"75","Digit Symbol - Kopie",1,"female","Trial:2",65,"m","m",817,"1_right","10 _ 26"
"76","Digit Symbol - Kopie",1,"female","Trial:2",66,"m","m",787,"2_right","10 _ 26"
"77","Digit Symbol - Kopie",1,"female","Trial:2",67,"m","m",799,"3_right","10 _ 26"
"78","Digit Symbol - Kopie",1,"female","Trial:2",68,"z","z",1458,"8_wrong4","10 _ 26"
"79","Digit Symbol - Kopie",1,"female","Trial:2",69,"z","z",923,"4_wrong3","10 _ 26"
"80","Digit Symbol - Kopie",1,"female","Trial:2",70,"z","z",801,"1_wrong4","10 _ 26"
"81","Digit Symbol - Kopie",1,"female","Trial:2",71,"z","z",829,"6_wrong4","10 _ 26"
"82","Digit Symbol - Kopie",1,"female","Trial:2",72,"m","m",807,"1_right","10 _ 26"
"83","Digit Symbol - Kopie",1,"female","Trial:2",73,"m","m",738,"7_right","10 _ 26"
"84","Digit Symbol - Kopie",1,"female","Trial:2",74,"m","m",1064,"3_right","10 _ 26"
"85","Digit Symbol - Kopie",1,"female","Trial:2",75,"z","z",784,"5_wrong3","10 _ 26"
"86","Digit Symbol - Kopie",1,"female","Trial:2",76,"z","z",1012,"9_wrong2","10 _ 26"
"87","Digit Symbol - Kopie",1,"female","Trial:2",77,"m","m",823,"4_right","10 _ 26"
"88","Digit Symbol - Kopie",1,"female","Trial:2",78,"z","m",953,"6_wrong5","10 _ 26"
"89","Digit Symbol - Kopie",1,"female","Trial:2",79,"m","m",879,"1_right","10 _ 26"
"90","Digit Symbol - Kopie",1,"female","Trial:2",80,"z","z",783,"1_wrong2","10 _ 26"
"91","Digit Symbol - Kopie",1,"female","Trial:2",81,"z","z",771,"2_wrong2","10 _ 26"
"92","Digit Symbol - Kopie",1,"female","Trial:2",82,"m","m",1127,"5_right","10 _ 26"
"93","Digit Symbol - Kopie",1,"female","Trial:2",83,"m","m",1246,"8_right","10 _ 26"
"94","Digit Symbol - Kopie",1,"female","Trial:2",84,"z","z",720,"8_wrong3","10 _ 26"
"95","Digit Symbol - Kopie",1,"female","Trial:2",85,"z","z",758,"9_wrong3","10 _ 26"
"96","Digit Symbol - Kopie",1,"female","Trial:2",86,"m","m",770,"4_right","10 _ 26"
"97","Digit Symbol - Kopie",1,"female","Trial:2",87,"m","m",918,"8_right","10 _ 26"
"98","Digit Symbol - Kopie",1,"female","Trial:2",88,"z","z",853,"4_wrong4","10 _ 26"
"99","Digit Symbol - Kopie",1,"female","Trial:2",89,"m","m",958,"9_right","10 _ 26"
"100","Digit Symbol - Kopie",1,"female","Trial:2",90,"m","m",1067,"8_right","10 _ 26"
"101","Digit Symbol - Kopie",1,"female","Trial:1",1,"","",NA,"4_right","11 _ 26"
"102","Digit Symbol - Kopie",1,"female","Trial:1",2,"","",NA,"8_wrong1","11 _ 26"
"103","Digit Symbol - Kopie",1,"female","Trial:1",3,"","",NA,"3_right","11 _ 26"
"104","Digit Symbol - Kopie",1,"female","Trial:1",4,"","",NA,"1_wrong1","11 _ 26"
"105","Digit Symbol - Kopie",1,"female","Trial:1",5,"","",NA,"9_wrong3","11 _ 26"
"106","Digit Symbol - Kopie",1,"female","Trial:1",6,"","",NA,"2_right","11 _ 26"
"107","Digit Symbol - Kopie",1,"female","Trial:1",7,"","",NA,"1_right","11 _ 26"
"108","Digit Symbol - Kopie",1,"female","Trial:1",8,"","",NA,"5_right","11 _ 26"
"109","Digit Symbol - Kopie",1,"female","Trial:1",9,"","",NA,"4_wrong2","11 _ 26"
"110","Digit Symbol - Kopie",1,"female","Trial:1",10,"","",NA,"6_wrong1","11 _ 26"
"111","Digit Symbol - Kopie",1,"female","Trial:2",1,"m","m",1578,"8_right","11 _ 26"
"112","Digit Symbol - Kopie",1,"female","Trial:2",2,"m","m",1783,"5_right","11 _ 26"
"113","Digit Symbol - Kopie",1,"female","Trial:2",3,"z","z",1747,"3_wrong2","11 _ 26"
"114","Digit Symbol - Kopie",1,"female","Trial:2",4,"m","m",1432,"4_right","11 _ 26"
"115","Digit Symbol - Kopie",1,"female","Trial:2",5,"m","m",970,"1_right","11 _ 26"
"116","Digit Symbol - Kopie",1,"female","Trial:2",6,"z","z",1303,"1_wrong2","11 _ 26"
"117","Digit Symbol - Kopie",1,"female","Trial:2",7,"m","z",1582,"6_right","11 _ 26"
"118","Digit Symbol - Kopie",1,"female","Trial:2",8,"z","z",1530,"2_wrong3","11 _ 26"
"119","Digit Symbol - Kopie",1,"female","Trial:2",9,"m","m",976,"4_right","11 _ 26"
"120","Digit Symbol - Kopie",1,"female","Trial:2",10,"m","m",804,"1_right","11 _ 26"
"121","Digit Symbol - Kopie",1,"female","Trial:2",11,"z","z",999,"1_wrong5","11 _ 26"
"122","Digit Symbol - Kopie",1,"female","Trial:2",12,"m","m",2426,"9_right","11 _ 26"
"123","Digit Symbol - Kopie",1,"female","Trial:2",13,"z","z",1357,"5_wrong3","11 _ 26"
"124","Digit Symbol - Kopie",1,"female","Trial:2",14,"m","m",939,"2_right","11 _ 26"
"125","Digit Symbol - Kopie",1,"female","Trial:2",15,"z","z",1056,"6_wrong3","11 _ 26"
"126","Digit Symbol - Kopie",1,"female","Trial:2",16,"m","m",642,"7_right","11 _ 26"
"127","Digit Symbol - Kopie",1,"female","Trial:2",17,"m","m",835,"3_right","11 _ 26"
"128","Digit Symbol - Kopie",1,"female","Trial:2",18,"m","m",933,"9_right","11 _ 26"
"129","Digit Symbol - Kopie",1,"female","Trial:2",19,"z","z",1811,"4_wrong3","11 _ 26"
"130","Digit Symbol - Kopie",1,"female","Trial:2",20,"z","z",854,"4_wrong5","11 _ 26"
"131","Digit Symbol - Kopie",1,"female","Trial:2",21,"m","m",775,"6_right","11 _ 26"
"132","Digit Symbol - Kopie",1,"female","Trial:2",22,"z","z",1084,"3_wrong4","11 _ 26"
"133","Digit Symbol - Kopie",1,"female","Trial:2",23,"m","m",924,"4_right","11 _ 26"
"134","Digit Symbol - Kopie",1,"female","Trial:2",24,"z","z",658,"2_wrong4","11 _ 26"
"135","Digit Symbol - Kopie",1,"female","Trial:2",25,"m","m",763,"6_right","11 _ 26"
"136","Digit Symbol - Kopie",1,"female","Trial:2",26,"m","m",1344,"3_right","11 _ 26"
"137","Digit Symbol - Kopie",1,"female","Trial:2",27,"m","m",542,"3_right","11 _ 26"
"138","Digit Symbol - Kopie",1,"female","Trial:2",28,"z","z",1092,"6_wrong1","11 _ 26"
"139","Digit Symbol - Kopie",1,"female","Trial:2",29,"m","m",756,"7_right","11 _ 26"
"140","Digit Symbol - Kopie",1,"female","Trial:2",30,"m","m",833,"2_right","11 _ 26"
"141","Digit Symbol - Kopie",1,"female","Trial:2",31,"m","m",785,"7_right","11 _ 26"
"142","Digit Symbol - Kopie",1,"female","Trial:2",32,"m","m",1173,"3_right","11 _ 26"
"143","Digit Symbol - Kopie",1,"female","Trial:2",33,"m","m",794,"1_right","11 _ 26"
"144","Digit Symbol - Kopie",1,"female","Trial:2",34,"z","z",845,"5_wrong2","11 _ 26"
"145","Digit Symbol - Kopie",1,"female","Trial:2",35,"z","z",1255,"9_wrong2","11 _ 26"
"146","Digit Symbol - Kopie",1,"female","Trial:2",36,"m","m",680,"2_right","11 _ 26"
"147","Digit Symbol - Kopie",1,"female","Trial:2",37,"z","z",1560,"7_wrong4","11 _ 26"
"148","Digit Symbol - Kopie",1,"female","Trial:2",38,"z","m",1221,"4_wrong2","11 _ 26"
"149","Digit Symbol - Kopie",1,"female","Trial:2",39,"z","z",1456,"9_wrong5","11 _ 26"
"150","Digit Symbol - Kopie",1,"female","Trial:2",40,"z","z",2409,"5_wrong5","11 _ 26"
"151","Digit Symbol - Kopie",1,"female","Trial:2",41,"z","z",1405,"8_wrong3","11 _ 26"
"152","Digit Symbol - Kopie",1,"female","Trial:2",42,"z","z",1320,"3_wrong3","11 _ 26"
"153","Digit Symbol - Kopie",1,"female","Trial:2",43,"m","m",663,"6_right","11 _ 26"
"154","Digit Symbol - Kopie",1,"female","Trial:2",44,"z","z",840,"2_wrong2","11 _ 26"
"155","Digit Symbol - Kopie",1,"female","Trial:2",45,"z","z",1041,"3_wrong1","11 _ 26"
"156","Digit Symbol - Kopie",1,"female","Trial:2",46,"z","z",1307,"8_wrong2","11 _ 26"
"157","Digit Symbol - Kopie",1,"female","Trial:2",47,"z","z",827,"6_wrong4","11 _ 26"
"158","Digit Symbol - Kopie",1,"female","Trial:2",48,"z","z",893,"6_wrong5","11 _ 26"
"159","Digit Symbol - Kopie",1,"female","Trial:2",49,"m","m",861,"9_right","11 _ 26"
"160","Digit Symbol - Kopie",1,"female","Trial:2",50,"m","m",766,"3_right","11 _ 26"
"161","Digit Symbol - Kopie",1,"female","Trial:2",51,"z","z",1034,"9_wrong3","11 _ 26"
"162","Digit Symbol - Kopie",1,"female","Trial:2",52,"m","m",900,"8_right","11 _ 26"
"163","Digit Symbol - Kopie",1,"female","Trial:2",53,"m","m",971,"5_right","11 _ 26"
"164","Digit Symbol - Kopie",1,"female","Trial:2",54,"m","m",584,"5_right","11 _ 26"
"165","Digit Symbol - Kopie",1,"female","Trial:2",55,"z","z",747,"4_wrong4","11 _ 26"
"166","Digit Symbol - Kopie",1,"female","Trial:2",56,"z","z",1536,"8_wrong1","11 _ 26"
"167","Digit Symbol - Kopie",1,"female","Trial:2",57,"m","m",870,"9_right","11 _ 26"
"168","Digit Symbol - Kopie",1,"female","Trial:2",58,"z","z",1119,"6_wrong2","11 _ 26"
"169","Digit Symbol - Kopie",1,"female","Trial:2",59,"m","m",773,"1_wrong1","11 _ 26"
"170","Digit Symbol - Kopie",1,"female","Trial:2",60,"z","z",1634,"5_wrong1","11 _ 26"
"171","Digit Symbol - Kopie",1,"female","Trial:2",61,"m","m",884,"9_right","11 _ 26"
"172","Digit Symbol - Kopie",1,"female","Trial:2",62,"z","z",1156,"8_wrong5","11 _ 26"
"173","Digit Symbol - Kopie",1,"female","Trial:2",63,"z","z",784,"7_wrong2","11 _ 26"
"174","Digit Symbol - Kopie",1,"female","Trial:2",64,"m","m",667,"1_right","11 _ 26"
"175","Digit Symbol - Kopie",1,"female","Trial:2",65,"m","m",788,"2_right","11 _ 26"
"176","Digit Symbol - Kopie",1,"female","Trial:2",66,"z","m",976,"4_wrong1","11 _ 26"
"177","Digit Symbol - Kopie",1,"female","Trial:2",67,"z","z",2516,"1_wrong3","11 _ 26"
"178","Digit Symbol - Kopie",1,"female","Trial:2",68,"m","m",819,"2_right","11 _ 26"
"179","Digit Symbol - Kopie",1,"female","Trial:2",69,"m","m",1085,"8_right","11 _ 26"
"180","Digit Symbol - Kopie",1,"female","Trial:2",70,"z","m",709,"3_wrong5","11 _ 26"
"181","Digit Symbol - Kopie",1,"female","Trial:2",71,"z","m",820,"9_wrong4","11 _ 26"
"182","Digit Symbol - Kopie",1,"female","Trial:2",72,"z","m",815,"2_wrong5","11 _ 26"
"183","Digit Symbol - Kopie",1,"female","Trial:2",73,"z","z",1481,"2_wrong1","11 _ 26"
"184","Digit Symbol - Kopie",1,"female","Trial:2",74,"m","m",1185,"5_right","11 _ 26"
"185","Digit Symbol - Kopie",1,"female","Trial:2",75,"m","m",797,"1_right","11 _ 26"
"186","Digit Symbol - Kopie",1,"female","Trial:2",76,"m","m",1072,"8_right","11 _ 26"
"187","Digit Symbol - Kopie",1,"female","Trial:2",77,"z","z",1953,"7_wrong1","11 _ 26"
"188","Digit Symbol - Kopie",1,"female","Trial:2",78,"m","m",2486,"4_right","11 _ 26"
"189","Digit Symbol - Kopie",1,"female","Trial:2",79,"m","m",814,"8_right","11 _ 26"
"190","Digit Symbol - Kopie",1,"female","Trial:2",80,"m","m",761,"7_right","11 _ 26"
"191","Digit Symbol - Kopie",1,"female","Trial:2",81,"z","z",1086,"7_wrong3","11 _ 26"
"192","Digit Symbol - Kopie",1,"female","Trial:2",82,"m","m",1030,"7_right","11 _ 26"
"193","Digit Symbol - Kopie",1,"female","Trial:2",83,"z","z",1248,"8_wrong4","11 _ 26"
"194","Digit Symbol - Kopie",1,"female","Trial:2",84,"m","m",713,"4_right","11 _ 26"
"195","Digit Symbol - Kopie",1,"female","Trial:2",85,"z","z",808,"1_wrong4","11 _ 26"
"196","Digit Symbol - Kopie",1,"female","Trial:2",86,"z","z",1411,"7_wrong5","11 _ 26"
"197","Digit Symbol - Kopie",1,"female","Trial:2",87,"m","m",679,"6_right","11 _ 26"
"198","Digit Symbol - Kopie",1,"female","Trial:2",88,"m","m",1007,"5_right","11 _ 26"
"199","Digit Symbol - Kopie",1,"female","Trial:2",89,"z","z",570,"5_wrong4","11 _ 26"
"200","Digit Symbol - Kopie",1,"female","Trial:2",90,"z","z",935,"9_wrong1","11 _ 26"
"201","Digit Symbol - Kopie",1,"female","Trial:1",1,"","",NA,"8_wrong1","12 _ 27"
"202","Digit Symbol - Kopie",1,"female","Trial:1",2,"","",NA,"2_right","12 _ 27"
"203","Digit Symbol - Kopie",1,"female","Trial:1",3,"","",NA,"1_right","12 _ 27"
"204","Digit Symbol - Kopie",1,"female","Trial:1",4,"","",NA,"9_wrong3","12 _ 27"
"205","Digit Symbol - Kopie",1,"female","Trial:1",5,"","",NA,"5_right","12 _ 27"
"206","Digit Symbol - Kopie",1,"female","Trial:1",6,"","",NA,"4_wrong2","12 _ 27"
"207","Digit Symbol - Kopie",1,"female","Trial:1",7,"","",NA,"6_wrong1","12 _ 27"
"208","Digit Symbol - Kopie",1,"female","Trial:1",8,"","",NA,"1_wrong1","12 _ 27"
"209","Digit Symbol - Kopie",1,"female","Trial:1",9,"","",NA,"4_right","12 _ 27"
"210","Digit Symbol - Kopie",1,"female","Trial:1",10,"","",NA,"3_right","12 _ 27"
"211","Digit Symbol - Kopie",1,"female","Trial:2",1,"z","m",1774,"3_wrong5","12 _ 27"
"212","Digit Symbol - Kopie",1,"female","Trial:2",2,"m","m",2243,"5_right","12 _ 27"
"213","Digit Symbol - Kopie",1,"female","Trial:2",3,"m","m",1581,"1_right","12 _ 27"
"214","Digit Symbol - Kopie",1,"female","Trial:2",4,"z","z",785,"5_wrong2","12 _ 27"
"215","Digit Symbol - Kopie",1,"female","Trial:2",5,"z","z",837,"6_wrong2","12 _ 27"
"216","Digit Symbol - Kopie",1,"female","Trial:2",6,"z","z",679,"6_wrong1","12 _ 27"
"217","Digit Symbol - Kopie",1,"female","Trial:2",7,"z","m",743,"1_wrong5","12 _ 27"
"218","Digit Symbol - Kopie",1,"female","Trial:2",8,"z","m",1485,"4_wrong1","12 _ 27"
"219","Digit Symbol - Kopie",1,"female","Trial:2",9,"z","z",1517,"9_wrong1","12 _ 27"
"220","Digit Symbol - Kopie",1,"female","Trial:2",10,"z","z",763,"1_wrong3","12 _ 27"
"221","Digit Symbol - Kopie",1,"female","Trial:2",11,"m","m",872,"6_right","12 _ 27"
"222","Digit Symbol - Kopie",1,"female","Trial:2",12,"m","m",1257,"7_right","12 _ 27"
"223","Digit Symbol - Kopie",1,"female","Trial:2",13,"m","m",898,"4_right","12 _ 27"
"224","Digit Symbol - Kopie",1,"female","Trial:2",14,"m","m",801,"1_right","12 _ 27"
"225","Digit Symbol - Kopie",1,"female","Trial:2",15,"m","m",724,"4_right","12 _ 27"
"226","Digit Symbol - Kopie",1,"female","Trial:2",16,"m","m",682,"3_right","12 _ 27"
"227","Digit Symbol - Kopie",1,"female","Trial:2",17,"m","m",770,"9_right","12 _ 27"
"228","Digit Symbol - Kopie",1,"female","Trial:2",18,"z","z",958,"8_wrong3","12 _ 27"
"229","Digit Symbol - Kopie",1,"female","Trial:2",19,"z","z",1036,"5_wrong5","12 _ 27"
"230","Digit Symbol - Kopie",1,"female","Trial:2",20,"z","z",589,"6_wrong3","12 _ 27"
"231","Digit Symbol - Kopie",1,"female","Trial:2",21,"z","z",753,"7_wrong3","12 _ 27"
"232","Digit Symbol - Kopie",1,"female","Trial:2",22,"z","z",950,"3_wrong4","12 _ 27"
"233","Digit Symbol - Kopie",1,"female","Trial:2",23,"z","z",771,"2_wrong1","12 _ 27"
"234","Digit Symbol - Kopie",1,"female","Trial:2",24,"m","m",752,"5_right","12 _ 27"
"235","Digit Symbol - Kopie",1,"female","Trial:2",25,"z","z",829,"2_wrong2","12 _ 27"
"236","Digit Symbol - Kopie",1,"female","Trial:2",26,"m","z",727,"5_right","12 _ 27"
"237","Digit Symbol - Kopie",1,"female","Trial:2",27,"m","m",1309,"4_right","12 _ 27"
"238","Digit Symbol - Kopie",1,"female","Trial:2",28,"m","m",965,"7_right","12 _ 27"
"239","Digit Symbol - Kopie",1,"female","Trial:2",29,"m","m",785,"1_right","12 _ 27"
"240","Digit Symbol - Kopie",1,"female","Trial:2",30,"m","m",773,"4_right","12 _ 27"
"241","Digit Symbol - Kopie",1,"female","Trial:2",31,"m","z",689,"1_wrong1","12 _ 27"
"242","Digit Symbol - Kopie",1,"female","Trial:2",32,"m","m",913,"8_right","12 _ 27"
"243","Digit Symbol - Kopie",1,"female","Trial:2",33,"z","m",880,"8_wrong2","12 _ 27"
"244","Digit Symbol - Kopie",1,"female","Trial:2",34,"m","m",832,"8_right","12 _ 27"
"245","Digit Symbol - Kopie",1,"female","Trial:2",35,"z","z",1466,"4_wrong5","12 _ 27"
"246","Digit Symbol - Kopie",1,"female","Trial:2",36,"m","m",787,"8_right","12 _ 27"
"247","Digit Symbol - Kopie",1,"female","Trial:2",37,"z","z",958,"7_wrong4","12 _ 27"
"248","Digit Symbol - Kopie",1,"female","Trial:2",38,"z","z",675,"4_wrong2","12 _ 27"
"249","Digit Symbol - Kopie",1,"female","Trial:2",39,"z","z",1068,"6_wrong4","12 _ 27"
"250","Digit Symbol - Kopie",1,"female","Trial:2",40,"z","z",756,"3_wrong3","12 _ 27"
"251","Digit Symbol - Kopie",1,"female","Trial:2",41,"m","m",769,"9_right","12 _ 27"
"252","Digit Symbol - Kopie",1,"female","Trial:2",42,"z","z",654,"2_wrong5","12 _ 27"
"253","Digit Symbol - Kopie",1,"female","Trial:2",43,"m","m",855,"6_right","12 _ 27"
"254","Digit Symbol - Kopie",1,"female","Trial:2",44,"z","z",816,"4_wrong4","12 _ 27"
"255","Digit Symbol - Kopie",1,"female","Trial:2",45,"m","m",930,"5_right","12 _ 27"
"256","Digit Symbol - Kopie",1,"female","Trial:2",46,"z","z",1392,"1_wrong4","12 _ 27"
"257","Digit Symbol - Kopie",1,"female","Trial:2",47,"m","m",1108,"8_right","12 _ 27"
"258","Digit Symbol - Kopie",1,"female","Trial:2",48,"m","m",1475,"9_right","12 _ 27"
"259","Digit Symbol - Kopie",1,"female","Trial:2",49,"m","m",1212,"7_right","12 _ 27"
"260","Digit Symbol - Kopie",1,"female","Trial:2",50,"m","m",855,"6_right","12 _ 27"
"261","Digit Symbol - Kopie",1,"female","Trial:2",51,"m","m",592,"1_right","12 _ 27"
"262","Digit Symbol - Kopie",1,"female","Trial:2",52,"z","z",652,"9_wrong4","12 _ 27"
"263","Digit Symbol - Kopie",1,"female","Trial:2",53,"m","m",629,"9_right","12 _ 27"
"264","Digit Symbol - Kopie",1,"female","Trial:2",54,"m","m",1015,"4_right","12 _ 27"
"265","Digit Symbol - Kopie",1,"female","Trial:2",55,"z","z",809,"8_wrong1","12 _ 27"
"266","Digit Symbol - Kopie",1,"female","Trial:2",56,"z","m",1124,"5_wrong1","12 _ 27"
"267","Digit Symbol - Kopie",1,"female","Trial:2",57,"z","z",1443,"1_wrong2","12 _ 27"
"268","Digit Symbol - Kopie",1,"female","Trial:2",58,"m","m",821,"2_right","12 _ 27"
"269","Digit Symbol - Kopie",1,"female","Trial:2",59,"z","z",1647,"7_wrong5","12 _ 27"
"270","Digit Symbol - Kopie",1,"female","Trial:2",60,"z","z",873,"2_wrong3","12 _ 27"
"271","Digit Symbol - Kopie",1,"female","Trial:2",61,"z","z",745,"9_wrong2","12 _ 27"
"272","Digit Symbol - Kopie",1,"female","Trial:2",62,"m","m",695,"5_right","12 _ 27"
"273","Digit Symbol - Kopie",1,"female","Trial:2",63,"z","z",1062,"7_wrong2","12 _ 27"
"274","Digit Symbol - Kopie",1,"female","Trial:2",64,"z","z",703,"7_wrong1","12 _ 27"
